Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary▼,Acquired,Pos Summary
83,Matt Mantei\mantema01,30,ARI,12,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7000000,Traded,1
84,Hideki Matsui*\matsuhi01,30,NYY,162,680,36,1,1,-6,-6,26,2.6,26,51,5.0,.515,.515,5.4,-1.1,57,$7000000,Free Agency,*7/8
85,Jamie Moyer*\moyerja01,41,SEA,34,2,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.1,1,$7000000,Free Agency,1
86,Albert Pujols\pujolal01,24,STL,154,692,69,1,-1,7,-9,67,6.5,21,88,8.5,.543,.541,7.8,-0.3,81,$7000000,Amateur Draft,*3/D
87,Ivan Rodriguez\rodriiv01,32,DET,135,575,25,-1,0,-7,7,25,2.5,22,46,4.5,.517,.514,5.0,0.1,53,$7000000,Free Agency,*2/D
88,David Segui#\seguida01,37,BAL,18,65,2,-1,-1,-1,-2,-2,-0.2,2,0,0.1,.489,.499,0.1,-0.2,1,$7000000,Free Agency,D/3
89,Jose Vidro#\vidrojo01,29,MON,110,467,5,1,0,-10,2,-2,-0.2,15,13,1.2,.499,.499,2.2,-0.9,23,$7000000,Amateur Draft,4/D
90,Jeff Cirillo\cirilje01,34,SDP,33,81,-5,1,1,-2,0,-6,-0.6,3,-3,-0.3,.482,.496,-0.1,-0.3,-1,$6975000,Traded,53/47
91,Jason Varitek#\varitja01,32,BOS,137,536,14,0,0,0,8,21,2.1,20,41,4.0,.515,.512,3.9,0.9,41,$6900000,Free Agency,*2/D
92,Freddy Garcia\garcifr03,27,2TM,31,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6875000,Traded,1
93,Sean Casey*\caseyse01,29,CIN,146,633,34,-1,-1,2,-8,26,2.4,20,45,4.4,.518,.516,4.2,-0.7,43,$6800000,Traded,*3/D
94,Edgardo Alfonzo\alfoned01,30,SFG,139,576,0,-2,0,-12,2,-11,-1.2,18,7,0.5,.492,.493,1.7,-1.0,19,$6500000,Free Agency,*5/4
95,Lance Berkman#\berkmla01,28,HOU,160,687,52,-4,0,-1,-7,41,3.9,21,62,6.0,.525,.525,6.1,-0.9,63,$6500000,Amateur Draft,*97/38
96,Cliff Floyd*\floydcl01,31,NYM,113,457,5,-2,0,-6,-4,-6,-0.7,14,8,0.7,.495,.496,1.3,-1.1,14,$6500000,Free Agency,7/D
97,Torii Hunter\hunteto01,28,MIN,138,569,0,3,-2,18,2,21,2.2,21,42,4.2,.515,.513,2.3,2.0,24,$6500000,Amateur Draft,*8D
98,Carlos Lee\leeca01,28,CHW,153,658,22,2,-1,10,-7,26,2.6,25,51,5.0,.516,.515,3.9,0.5,40,$6500000,Amateur Free Agent,*7/D
99,Mike Lowell\lowelmi01,30,FLA,158,671,25,-2,-2,1,2,24,2.3,21,45,4.3,.515,.515,4.2,0.3,44,$6500000,Traded,*5/D
100,Ichiro Suzuki*\suzukic01,30,SEA,161,762,36,4,6,30,-7,68,6.7,26,94,9.1,.541,.540,6.1,2.4,64,$6500000,Purchased,*9/D
101,Billy Koch\kochbi01,29,2TM,47,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6375000,Traded,1
102,Jeff Weaver\weaveje01,27,LAD,35,78,-7,0,1,0,12,5,0.5,0,5,0.5,.514,.503,0.5,0.0,5,$6250000,Traded,1
103,Garret Anderson*\anderga01,32,ANA,112,475,5,-1,3,-5,0,2,0.3,18,20,2.0,.502,.501,2.4,-0.4,25,$6200000,Amateur Draft,8D
104,Russ Ortiz\ortizru01,30,ATL,34,71,-12,0,0,0,10,-2,-0.2,0,-2,-0.2,.493,.499,-0.2,0.0,-2,$6200000,Traded,1
105,Derrek Lee\leede02,28,CHC,161,688,19,-2,-1,1,-9,7,0.6,21,29,2.7,.505,.504,2.6,-0.9,28,$6166667,Traded,*3
106,Kris Benson\bensokr01,29,2TM,31,75,-11,0,0,0,11,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6150000,Traded,1
107,Kirk Rueter*\rueteki01,33,SFG,34,67,-11,0,0,0,10,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$6133333,Traded,1
108,Orlando Cabrera\cabreor01,29,2TM,161,673,-21,0,-1,7,8,-7,-0.8,23,16,1.4,.495,.495,0.6,1.5,8,$6000000,Traded,6
109,Matt Clement\clemema01,29,CHC,30,61,-10,-1,0,0,9,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$6000000,Traded,1
110,Danny Graves\graveda01,30,CIN,68,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6000000,Traded,1
111,Roy Halladay\hallaro01,27,TOR,21,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$6000000,Amateur Draft,1
112,Livan Hernandez\hernali01,29,MON,36,97,-6,0,0,0,14,8,0.8,0,8,0.8,.523,.505,0.8,0.0,8,$6000000,Traded,1
113,Steve Karsay\karsast01,32,NYY,7,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6000000,Free Agency,/1
114,Ryan Klesko*\kleskry01,33,SDP,127,480,18,1,1,-16,-5,-1,-0.2,15,14,1.2,.499,.499,2.8,-2.2,30,$6000000,Traded,73/D
115,Javy Lopez\lopezja01,33,BAL,150,638,23,0,-1,-3,7,25,2.6,24,49,4.8,.516,.515,5.0,0.5,52,$6000000,Free Agency,*2D
116,Greg Maddux\maddugr01,38,CHC,34,79,-12,1,1,0,12,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6000000,Free Agency,1
117,Aramis Ramirez\ramirar01,26,CHC,145,606,34,-2,-4,-4,3,27,2.5,19,46,4.4,.518,.516,4.8,-0.2,49,$6000000,Traded,*5
118,Frank Thomas\thomafr04,36,CHW,74,311,23,-1,1,1,-6,17,1.7,12,29,2.8,.522,.510,2.7,-0.5,28,$6000000,Free Agency,D/3
119,Omar Vizquel#\vizquom01,37,CLE,148,651,5,2,0,2,7,17,1.8,24,41,4.0,.511,.510,3.7,1.0,39,$6000000,Traded,*6
120,Bob Wickman\wickmbo01,35,CLE,30,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6000000,Free Agency,1
121,Kelvim Escobar\escobke01,28,ANA,33,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5750000,Free Agency,1
122,Alex Gonzalez\gonzaal01,31,3TM,83,304,-16,-1,-1,-4,4,-18,-1.8,9,-8,-0.9,.479,.496,-0.5,-0.1,-4,$5750000,Traded,6
123,Mark Kotsay*\kotsama01,28,OAK,148,673,13,-3,2,7,3,23,2.3,24,47,4.6,.515,.513,3.8,1.1,40,$5500000,Traded,*8/D
124,Andy Pettitte*\pettian01,32,HOU,15,29,-3,0,0,0,4,1,0.1,0,1,0.1,.508,.501,0.1,0.0,1,$5500000,Free Agency,1
125,Shannon Stewart\stewash01,30,MIN,92,430,8,3,1,-4,-5,3,0.4,15,18,1.8,.503,.502,2.1,-0.8,22,$5500000,Traded,7D
126,Jarrod Washburn*\washbja01,29,ANA,25,7,0,0,0,0,1,2,0.1,0,2,0.1,.506,.501,0.1,0.0,2,$5450000,Amateur Draft,1
127,Alfonso Soriano\soriaal01,28,TEX,145,658,-2,4,1,-10,3,-4,-0.2,24,20,2.0,.498,.498,2.8,-0.5,30,$5400000,Traded,*4/D
128,Roger Cedeno#\cedenro01,29,STL,95,223,-6,1,0,-2,-2,-10,-1.0,7,-3,-0.4,.490,.494,-0.2,-0.5,-1,$5375000,Traded,97/D
129,Eric Chavez*\chaveer01,26,OAK,125,577,25,1,-2,11,2,36,3.6,20,57,5.5,.528,.521,4.3,1.4,46,$5325000,Amateur Draft,*5/7
130,Kazuo Matsui#\matsuka01,28,NYM,114,509,-5,0,1,-7,6,-5,-0.6,15,11,0.9,.496,.497,1.7,-0.2,18,$5033333,Free Agency,*6/4
131,Adrian Beltre\beltrad01,25,LAD,156,657,54,1,-2,22,3,77,7.5,20,98,9.5,.549,.547,7.3,2.5,75,$5000000,Amateur Free Agent,*5/6
132,Roger Clemens\clemero02,41,HOU,33,78,-11,-1,0,0,12,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Free Agency,1
133,Eric Gagne\gagneer01,28,LAD,70,3,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Amateur Free Agent,1
134,Tim Hudson\hudsoti01,28,OAK,27,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$5000000,Amateur Draft,1
135,Odalis Perez*\perezod01,26,LAD,31,70,-11,0,1,0,10,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$5000000,Traded,1
136,Miguel Tejada\tejadmi01,30,BAL,162,725,34,4,-1,5,8,50,4.9,26,76,7.4,.529,.529,6.8,1.4,71,$5000000,Free Agency,*6
137,Steve Trachsel\trachst01,33,NYM,35,71,-9,0,0,0,10,1,0.1,0,1,0.1,.504,.501,0.1,0.0,1,$5000000,Free Agency,1
138,Jose Valentin#\valenjo03,34,CHW,125,504,-11,2,1,1,6,-1,0.0,19,18,1.8,.499,.499,1.6,0.8,17,$5000000,Traded,*6/D
139,Luis Castillo#\castilu01,28,FLA,150,649,3,4,3,7,4,20,1.9,20,40,3.9,.513,.512,3.2,1.0,33,$4666667,Free Agency,*4
140,David Ortiz*\ortizda01,28,BOS,150,669,34,-1,0,-1,-13,19,2.0,24,43,4.2,.512,.511,4.2,-1.2,44,$4587500,Free Agency,*D3
141,Corey Koskie*\koskico01,31,MIN,118,488,3,-1,1,2,2,7,0.8,18,25,2.5,.506,.504,2.2,0.5,23,$4500000,Amateur Draft,*5/D
142,Derek Lowe\lowede01,31,BOS,33,5,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$4500000,Traded,1
143,Trot Nixon*\nixontr01,30,BOS,48,167,6,1,0,-2,-2,3,0.3,6,9,0.9,.506,.502,1.1,-0.3,11,$4500000,Amateur Draft,9/D
144,Mark Mulder*\muldema01,26,OAK,33,6,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4450000,Amateur Draft,1
145,David Bell\bellda01,31,PHI,143,603,8,-1,-1,17,3,26,2.5,19,45,4.4,.518,.516,2.6,1.9,28,$4400000,Free Agency,*5
146,Randy Wolf*\wolfra02,27,PHI,25,55,0,0,0,0,8,8,0.8,0,8,0.8,.532,.505,0.8,0.0,8,$4375000,Amateur Draft,1
147,Jacque Jones*\jonesja05,29,MIN,151,608,-9,-3,2,-9,-6,-25,-2.2,23,-2,-0.1,.484,.485,0.7,-1.3,7,$4350000,Amateur Draft,*9/D8
148,Tim Wakefield\wakefti01,37,BOS,32,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.1,0,$4350000,Free Agency,1
149,Mike Cameron\camermi01,31,NYM,140,562,1,2,0,-8,3,-1,-0.2,18,17,1.5,.499,.499,2.3,-0.6,25,$4333333,Free Agency,*8
150,Pat Burrell\burrepa01,27,PHI,127,534,6,-2,0,1,-5,0,-0.1,17,17,1.5,.500,.500,1.4,-0.5,16,$4250000,Amateur Draft,*7
151,Kevin Jarvis*\jarvike01,34,2TM,10,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4250000,Free Agency,/1
152,J.D. Drew*\drewj.01,28,ATL,145,645,50,3,3,15,-6,65,6.4,19,85,8.3,.545,.540,6.8,0.9,70,$4200000,Traded,*9/8D
153,Ricky Gutierrez\gutieri01,34,2TM,45,112,-9,0,0,-4,1,-12,-1.2,4,-8,-0.8,.474,.496,-0.5,-0.3,-4,$4166667,Conditional Deal,4/6
154,Paul Lo Duca\loducpa01,32,2TM,143,594,2,-2,-1,9,8,15,1.4,19,33,3.2,.511,.505,2.3,1.6,24,$4066667,Traded,2
155,Danny Bautista\bautida01,32,ARI,141,582,-12,3,-1,-13,-6,-29,-3.0,18,-11,-1.3,.479,.482,0.1,-2.0,2,$4000000,Free Agency,*9/8D
156,Elmer Dessens\desseel01,33,2TM,50,29,-2,0,0,0,4,2,0.2,0,2,0.2,.504,.501,0.2,0.0,2,$4000000,Traded,1
157,Juan Gonzalez\gonzaju03,34,KCR,33,138,0,-1,-1,3,-2,-1,0.0,5,5,0.5,.499,.500,0.2,0.2,2,$4000000,Free Agency,9/D
158,Eddie Guardado\guarded01,33,SEA,41,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.1,0,$4000000,Free Agency,1
159,Esteban Loaiza\loaizes01,32,2TM,31,5,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.1,-1,$4000000,Free Agency,1
160,Mike Matheny\mathemi01,33,STL,122,419,-19,-2,-1,-2,7,-16,-1.7,13,-3,-0.4,.487,.490,-0.2,0.4,-1,$4000000,Free Agency,*2/3
161,Rafael Palmeiro*\palmera01,39,BAL,154,651,5,-3,-1,-10,-10,-18,-1.5,24,7,0.8,.489,.490,1.6,-1.8,17,$4000000,Free Agency,*3D
162,Mike Remlinger*\remlimi01,38,CHC,48,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3983333,Free Agency,1
163,Placido Polanco\polanpl01,28,PHI,126,555,-1,0,1,-2,3,1,0.0,17,18,1.7,.501,.501,1.9,0.0,20,$3950000,Free Agency,*45
164,David Weathers\weathda01,34,3TM,66,3,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$3933333,Free Agency,/1
