Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary▼,Acquired,Pos Summary
64,Kenny Rogers*\rogerke01,37,TEX,34,4,1,0,0,0,1,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$7500000,Free Agency,1
65,Jim Edmonds*\edmonji01,32,STL,144,576,39,-3,1,9,3,49,4.9,18,67,6.7,.535,.531,5.8,1.1,58,$7333333,Traded,*8
66,Mike Lieberthal\liebemi01,30,PHI,130,530,11,-2,-1,-3,8,13,1.2,17,29,2.9,.510,.508,3.2,0.4,32,$7333333,Amateur Draft,*2
67,Woody Williams\williwo02,35,STL,18,36,-2,0,0,0,5,3,0.3,0,3,0.3,.518,.502,0.3,0.0,3,$7300000,Free Agency,1
68,Johnny Damon*\damonjo01,28,BOS,154,702,8,7,4,3,3,25,2.5,25,50,4.8,.516,.515,4.5,0.7,46,$7250000,Free Agency,*8/D
69,Jose Lima\limajo01,29,DET,20,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7250000,Traded,1
70,Fred McGriff*\mcgrifr01,38,CHC,146,595,21,-3,-1,-6,-8,4,0.3,19,22,2.1,.503,.502,2.7,-1.5,28,$7250000,Traded,*3/D
71,Jeromy Burnitz*\burnije01,33,NYM,154,550,-11,-1,1,2,-5,-15,-1.7,17,2,0.0,.490,.490,-0.1,-0.5,1,$7166667,Traded,*9/D
72,Jermaine Dye\dyeje01,28,OAK,131,555,8,2,-2,-8,-6,-6,-0.5,21,15,1.4,.496,.496,2.2,-1.4,23,$7166667,Traded,*9D
73,Darryl Kile\kileda01,33,STL,14,26,-4,0,0,0,4,-1,-0.1,0,-1,-0.1,.496,.500,-0.1,0.0,-1,$7166667,Traded,1
74,Aaron Sele\seleaa01,32,ANA,26,2,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$7166667,Free Agency,1
75,Edgar Martinez\martied01,39,SEA,97,407,21,-1,1,0,-9,11,1.2,15,27,2.6,.512,.507,2.6,-0.8,27,$7086668,Amateur Free Agent,D
76,David Justice*\justida01,36,OAK,118,471,7,1,-1,-1,-7,-1,0.0,18,17,1.6,.499,.500,1.7,-0.7,18,$7000000,Traded,7D9
77,Denny Neagle*\neaglde01,33,COL,35,50,-4,-1,0,0,7,2,0.2,0,2,0.2,.507,.502,0.2,0.0,2,$7000000,Free Agency,1
78,Darren Oliver\oliveda02,31,BOS,14,1,0,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$7000000,Traded,1
79,Jorge Posada#\posadjo01,30,NYY,143,598,16,1,-3,-4,8,19,1.9,22,42,4.0,.513,.511,4.5,0.4,46,$7000000,Amateur Draft,*2/D
80,Rick Reed\reedri01,37,MIN,33,6,0,0,0,0,1,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$7000000,Traded,1
81,John Olerud*\olerujo01,33,SEA,154,668,35,0,-1,2,-9,28,2.8,25,52,5.1,.517,.517,4.9,-0.6,50,$6950000,Free Agency,*3/D
82,Chan Ho Park\parkch01,29,TEX,25,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$6884803,Free Agency,1
83,Eric Karros\karroer01,34,LAD,142,573,-2,0,-1,4,-8,-7,-0.8,18,11,0.9,.495,.495,0.5,-0.5,7,$6875000,Amateur Draft,*3
84,Todd Zeile\zeileto01,36,COL,144,580,-4,-1,-1,-6,2,-9,-1.0,18,9,0.7,.493,.494,1.3,-0.4,15,$6833333,Traded,*5/1
85,Rusty Greer*\greerru01,33,TEX,51,219,-3,0,1,-3,-3,-8,-0.8,8,0,0.0,.484,.495,0.3,-0.6,3,$6800000,Amateur Draft,D7/93
86,David Segui#\seguida01,35,BAL,26,107,-1,-1,0,0,-2,-4,-0.4,4,0,-0.1,.483,.497,0.0,-0.3,0,$6762895,Free Agency,D/3
87,Jose Offerman#\offerjo01,33,2TM,101,326,-5,-1,-1,5,-6,-8,-0.8,12,4,0.4,.492,.496,-0.1,-0.1,0,$6750000,Free Agency,3D/9
88,Ugueth Urbina\urbinug01,28,BOS,61,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$6700000,Traded,1
89,Ellis Burks\burksel01,37,CLE,138,570,31,-1,1,-1,-12,19,1.9,21,40,3.9,.513,.511,4.0,-1.2,41,$6666667,Free Agency,*D/7
90,Trevor Hoffman\hoffmtr01,34,SDP,61,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6600000,Traded,1
91,Brian Jordan\jordabr01,35,LAD,128,515,12,0,0,8,-5,14,1.4,16,30,3.0,.511,.509,2.2,0.2,22,$6600000,Traded,*7/9D
92,Jason Kendall\kendaja01,28,PIT,145,605,-7,-2,3,3,8,5,0.4,19,24,2.3,.504,.503,2.0,1.1,21,$6571429,Amateur Draft,*2
93,Cliff Floyd*\floydcl01,29,3TM,146,609,31,3,1,-1,-7,27,2.7,20,47,4.6,.519,.509,4.8,-0.9,48,$6500000,Traded,7D/9
94,Todd Hundley#\hundlto01,33,CHC,92,303,-3,-1,0,-5,4,-5,-0.6,9,5,0.4,.495,.497,0.9,-0.1,10,$6500000,Free Agency,2/D
95,Jamie Moyer*\moyerja01,39,SEA,34,5,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6500000,Free Agency,1
96,Magglio Ordonez\ordonma01,28,CHW,153,654,47,0,-2,-10,-6,29,2.8,25,53,5.1,.518,.517,6.1,-1.6,63,$6500000,Amateur Free Agent,*9/D
97,Jeff Cirillo\cirilje01,32,SEA,146,547,-15,-2,-1,9,2,-7,-0.6,21,14,1.3,.495,.496,0.4,1.1,5,$6375000,Traded,*53
98,Andy Benes\benesan01,34,STL,19,37,-2,0,0,0,5,3,0.3,0,3,0.3,.517,.502,0.3,0.0,3,$6367542,Free Agency,1
99,Bobby Abreu*\abreubo01,28,PHI,157,685,41,-1,1,2,-6,37,3.7,21,58,5.8,.524,.524,5.6,-0.5,56,$6333333,Traded,*98
100,Ray Durham#\durhara01,30,2TM,150,659,19,7,-1,-1,-2,22,2.2,24,46,4.5,.514,.508,4.6,-0.2,47,$6300000,Amateur Draft,4
101,Damion Easley\easleda01,32,DET,85,346,-6,-1,0,-3,2,-8,-0.7,13,6,0.5,.491,.495,0.8,-0.1,8,$6250000,Traded,4/D
102,Darin Erstad*\erstada01,28,ANA,150,663,-11,5,5,39,2,40,4.1,24,64,6.4,.527,.525,2.5,4.2,26,$6250000,Amateur Draft,*8/3D
103,Rey Ordonez\ordonre01,31,NYM,144,499,-22,1,-1,-5,7,-19,-2.0,16,-3,-0.5,.487,.488,0.0,0.2,2,$6250000,Amateur Free Agent,*6
104,Robert Person\persoro01,32,PHI,17,29,-3,0,0,0,4,1,0.1,0,1,0.1,.508,.501,0.1,0.0,1,$6250000,Traded,1
105,Edgardo Alfonzo\alfoned01,28,NYM,135,562,19,3,1,8,2,33,3.3,18,50,5.0,.525,.521,4.2,1.0,43,$6200000,Amateur Free Agent,*5
106,Shawn Estes\estessh01,29,2TM,30,50,-9,0,0,0,7,-3,-0.3,0,-3,-0.3,.491,.499,-0.3,0.0,-3,$6200000,Traded,/1
107,Dave Mlicki\mlickda01,34,HOU,22,27,-4,0,0,0,4,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6200000,Traded,1
108,Esteban Loaiza\loaizes01,30,TOR,25,6,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6050000,Traded,1
109,Moises Alou\aloumo01,35,CHC,132,534,1,1,-1,-9,-5,-13,-1.4,17,4,0.2,.490,.492,1.2,-1.5,13,$6000000,Free Agency,*7/9D8
110,Roberto Hernandez\hernaro01,37,KCR,53,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6000000,Traded,1
111,Jeff Kent\kentje01,34,SFG,152,682,46,1,-2,3,3,51,5.0,20,71,7.0,.534,.532,6.7,0.6,68,$6000000,Traded,*4/3
112,Ryan Klesko*\kleskry01,31,SDP,146,625,40,0,2,-10,-8,24,2.3,19,43,4.2,.517,.515,5.3,-2.0,53,$6000000,Traded,*39/D
113,Javy Lopez\lopezja01,31,ATL,109,385,-16,-1,-2,4,6,-9,-1.0,12,3,0.2,.492,.494,-0.2,1.0,-1,$6000000,Free Agency,2
114,Charles Nagy*\nagych01,35,CLE,20,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6000000,Amateur Draft,1
115,Edgar Renteria\renteed01,25,STL,152,609,13,-1,-2,5,8,23,2.3,19,42,4.2,.516,.515,3.7,1.3,37,$6000000,Traded,*6
116,J.T. Snow*\snowj.01,34,SFG,143,494,-5,-3,0,-3,-6,-18,-1.9,15,-2,-0.4,.487,.489,-0.1,-1.1,1,$5900000,Traded,*3
117,Bobby Higginson*\higgibo02,31,DET,119,499,4,1,0,-3,-5,-4,-0.3,19,15,1.5,.497,.498,1.8,-0.8,18,$5850000,Amateur Draft,*7/D
118,Dustin Hermanson\hermadu01,29,BOS,12,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5833333,Traded,1
119,Jon Lieber*\liebejo01,32,CHC,21,48,-7,0,0,0,7,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$5833333,Traded,1
120,Travis Fryman\frymatr01,33,CLE,118,439,-13,1,0,-7,2,-18,-1.7,16,-1,-0.2,.485,.489,0.5,-0.5,6,$5825000,Traded,*5
121,Armando Benitez\benitar01,29,NYM,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$5812500,Traded,1
122,Tino Martinez*\martiti02,34,STL,150,576,0,0,0,4,-8,-3,-0.4,18,15,1.4,.498,.498,0.9,-0.5,11,$5750000,Free Agency,*3
123,Kevin Young\youngke01,33,PIT,146,525,-6,-2,-1,5,-7,-11,-1.2,16,6,0.4,.492,.493,-0.2,-0.3,0,$5625000,Free Agency,*3
124,John Burkett\burkejo03,37,BOS,29,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$5500000,Free Agency,1
125,Richard Hidalgo\hidalri01,27,HOU,114,439,-7,-3,-2,4,-4,-12,-1.3,14,2,0.0,.489,.492,-0.4,-0.1,-2,$5500000,Amateur Free Agent,*9/8
126,Dmitri Young#\youngdm01,28,DET,54,216,3,1,-2,-1,-4,-4,-0.4,8,4,0.4,.493,.498,0.5,-0.5,5,$5500000,Traded,D3/57
127,Brian Anderson#\anderbr02,30,ARI,38,49,-9,0,1,0,7,-1,-0.1,0,-1,-0.1,.498,.499,-0.1,0.0,-1,$5375000,Expansion Draft,1
128,Steve Finley*\finlest01,37,ARI,150,577,14,1,1,2,3,22,2.2,18,40,3.9,.515,.514,3.7,0.5,37,$5375000,Free Agency,*8
129,Rich Aurilia\aurilri01,30,SFG,133,589,-7,-2,-2,-4,7,-8,-0.9,18,10,0.9,.494,.495,1.3,0.2,14,$5250000,Traded,*6
130,Matt Lawton*\lawtoma02,30,CLE,114,484,4,-2,0,-2,-5,-5,-0.5,18,13,1.3,.496,.497,1.4,-0.6,15,$5250000,Traded,97/D
131,Troy Percival\percitr01,32,ANA,58,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5250000,Amateur Draft,1
132,Mike Timlin\timlimi01,36,2TM,72,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.499,.500,-0.1,0.0,-1,$5250000,Traded,1
133,Scott Erickson\ericksc01,34,BAL,29,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$5142986,Traded,1
134,Kazuhiro Sasaki\sasakka01,34,SEA,61,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5070000,Amateur Free Agent,1
135,Garret Anderson*\anderga01,30,ANA,158,678,21,-3,2,12,-6,26,2.7,25,52,5.1,.516,.516,3.9,0.6,39,$5000000,Amateur Draft,*78D
136,Brad Ausmus\ausmubr01,33,HOU,130,496,-15,0,-4,5,7,-7,-0.9,15,8,0.7,.494,.495,0.2,1.2,3,$5000000,Traded,*2
137,Tony Clark#\clarkto02,30,BOS,90,298,-18,-1,0,3,-4,-21,-2.1,11,-10,-1.0,.476,.487,-1.3,-0.1,-13,$5000000,Waivers,3/D
138,Omar Daal*\daalom01,30,LAD,39,48,-5,0,0,0,7,1,0.1,0,1,0.1,.504,.501,0.1,0.0,1,$5000000,Traded,1
139,Marquis Grissom\grissma02,35,LAD,111,371,11,1,0,-1,0,10,1.0,12,22,2.2,.510,.507,2.3,-0.2,23,$5000000,Traded,87/9
140,Mark Grudzielanek\grudzma01,32,LAD,150,566,-15,-2,-1,8,3,-7,-0.9,18,10,0.9,.495,.495,0.0,1.1,2,$5000000,Traded,*4/D
141,Todd Helton*\heltoto01,28,COL,156,668,39,1,-1,11,-9,42,4.2,21,63,6.3,.528,.527,5.1,0.2,51,$5000000,Amateur Draft,*3
142,Charles Johnson\johnsch04,30,FLA,83,280,-11,-1,-1,1,4,-8,-0.9,9,1,0.0,.490,.495,-0.1,0.5,0,$5000000,Free Agency,2
143,Mark Loretta\loretma01,30,2TM,107,329,4,-1,-1,-6,2,-2,-0.2,10,9,0.8,.498,.497,1.4,-0.5,15,$5000000,Traded,5/64
144,Jose Valentin#\valenjo03,32,CHW,135,527,2,1,1,5,4,14,1.4,20,33,3.3,.510,.508,2.7,1.0,28,$5000000,Traded,56/D
145,Jason Schmidt\schmija01,29,SFG,29,62,-10,0,0,0,9,-1,-0.1,0,-1,-0.1,.497,.499,-0.1,0.0,-1,$4937500,Traded,1
146,Sterling Hitchcock*\hitchst01,31,NYY,20,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4936719,Traded,1
147,Bartolo Colon\colonba01,29,2TM,33,49,-9,0,0,0,7,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$4925000,Amateur Free Agent,1
148,Tony Batista\batisto01,28,BAL,161,682,1,0,-2,4,2,6,0.6,26,31,3.0,.503,.503,2.6,0.7,27,$4900000,Waivers,*5/D
149,Mike Bordick\bordimi01,36,BAL,117,413,-11,-2,-1,18,6,9,1.0,15,25,2.4,.508,.506,0.7,2.4,7,$4873439,Free Agency,*6
150,Kirk Rueter*\rueteki01,31,SFG,35,79,-9,-1,1,0,11,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$4866667,Traded,1
151,Javier Vazquez\vazquja01,25,MON,34,86,-11,-1,0,0,12,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4725000,Amateur Draft,1
152,Mike Cameron\camermi01,29,SEA,158,640,9,3,1,-3,3,13,1.4,24,37,3.6,.508,.508,3.9,0.1,40,$4666667,Traded,*8/D
153,Royce Clayton\claytro01,32,CHW,112,376,-10,0,0,5,5,-1,0.0,14,13,1.3,.499,.500,0.8,1.0,9,$4500000,Traded,*6
154,Hideo Nomo\nomohi01,33,LAD,34,74,-12,0,0,0,10,-3,-0.3,0,-3,-0.3,.492,.498,-0.3,0.0,-3,$4500000,Free Agency,1
155,B.J. Surhoff*\surhob.01,37,ATL,25,85,0,-1,0,4,-1,2,0.2,3,4,0.4,.506,.501,0.0,0.3,1,$4500000,Traded,3/9
156,Fernando Tatis\tatisfe01,27,MON,114,430,-11,-2,-1,-2,1,-14,-1.6,13,-1,-0.3,.487,.491,-0.1,-0.1,1,$4500000,Traded,5/D
157,Omar Vizquel#\vizquom01,35,CLE,151,663,0,0,1,-2,8,6,0.7,24,31,3.0,.504,.504,3.2,0.6,33,$4500000,Traded,*6
158,Rondell White\whitero02,30,NYY,126,494,-10,1,1,10,-6,-4,-0.4,19,15,1.4,.497,.498,0.4,0.5,4,$4500000,Free Agency,*7D/8
159,Dan Wilson\wilsoda01,33,SEA,115,394,-7,-1,-1,4,6,2,0.2,15,17,1.6,.502,.501,1.2,1.0,13,$4500000,Traded,*2/3
160,Tony Womack*\womacto01,32,ARI,153,652,-21,1,2,-3,8,-14,-1.6,20,6,0.4,.490,.491,0.8,0.4,9,$4500000,Traded,*6/9
161,Luis Gonzalez*\gonzalu01,34,ARI,148,633,20,2,3,-4,-6,15,1.4,20,34,3.3,.510,.509,3.8,-1.1,38,$4333333,Traded,*7
162,Matt Mantei\mantema01,28,ARI,31,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4333333,Traded,1
163,Fernando Vina*\vinafe01,33,STL,150,692,-17,-1,1,2,4,-13,-1.4,20,7,0.5,.491,.492,0.4,0.5,6,$4333333,Traded,*4
