Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary▼,Acquired,Pos Summary
37,Miguel Tejada\tejadmi01,32,BAL,162,709,24,1,0,-11,7,20,2.0,25,45,4.5,.512,.512,5.5,-0.4,56,$11811415,Free Agency,*6D
38,Jason Kendall\kendaja01,32,OAK,143,626,-4,0,-1,11,9,15,1.5,22,37,3.7,.510,.509,2.6,2.0,26,$11492454,Traded,*2/D
39,J.D. Drew*\drewj.01,30,LAD,146,594,20,1,4,4,-6,24,2.2,19,42,4.0,.516,.514,3.6,-0.2,38,$11400000,Free Agency,*9/D
40,Roy Oswalt\oswalro01,28,HOU,35,90,-12,0,0,0,14,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$11000000,Amateur Draft,1
41,John Smoltz\smoltjo01,39,ATL,35,86,-14,0,0,0,13,0,0.0,0,0,0.0,.499,.500,-0.1,0.0,0,$11000000,Free Agency,1
42,Mike Sweeney\sweenmi01,32,KCR,60,252,-1,-1,0,0,-6,-7,-0.7,9,2,0.2,.488,.495,0.2,-0.5,2,$11000000,Amateur Draft,D
43,Gary Sheffield\sheffga01,37,NYY,39,166,3,1,-1,-2,-2,-2,-0.2,6,4,0.4,.496,.499,0.6,-0.4,6,$10756171,Free Agency,9/3D
44,Torii Hunter\hunteto01,30,MIN,147,611,10,2,-1,-3,3,10,1.1,23,33,3.3,.507,.506,3.6,0.0,36,$10750000,Amateur Draft,*8/D
45,Aramis Ramirez\ramirar01,28,CHC,157,660,24,-1,-2,-7,3,17,1.5,21,37,3.5,.510,.510,4.2,-0.5,44,$10750000,Free Agency,*5
46,Luis Gonzalez*\gonzalu01,38,ARI,153,668,-2,1,0,-2,-6,-9,-1.0,21,12,1.0,.494,.495,1.2,-0.9,14,$10673328,Traded,*7/D
47,Ivan Rodriguez\rodriiv01,34,DET,136,580,-1,2,0,3,7,10,1.1,21,31,3.1,.507,.506,2.8,1.0,28,$10616410,Free Agency,*2/3D4
48,Garret Anderson*\anderga01,34,LAA,141,588,-12,-1,1,-6,-8,-26,-2.5,22,-4,-0.4,.482,.484,0.2,-1.3,2,$10600000,Amateur Draft,7D
49,Mariano Rivera\riverma01,36,NYY,63,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.1,0,$10500000,Amateur Free Agent,1
50,Jason Schmidt\schmija01,33,SFG,32,72,-10,0,0,0,11,1,0.1,0,1,0.1,.503,.500,0.1,0.0,1,$10500000,Traded,1
51,Billy Wagner*\wagnebi02,34,NYM,70,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10500000,Free Agency,1
52,Phil Nevin\nevinph01,35,3TM,129,450,-4,-1,-1,-4,-8,-19,-1.9,15,-3,-0.4,.486,.496,0.0,-1.2,1,$10472409,Traded,3/792
53,Ken Griffey*\griffke02,36,CIN,109,472,-4,1,0,-14,2,-15,-1.5,15,0,-0.1,.487,.491,1.2,-1.2,14,$10464686,Traded,8/D
54,Shawn Green*\greensh01,33,2TM,149,588,-4,-2,0,-13,-6,-26,-2.7,18,-8,-0.9,.483,.489,0.3,-1.9,5,$10213898,Traded,93/D
55,Eric Gagne\gagneer01,30,LAD,2,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10000000,Amateur Free Agent,/1
56,Troy Glaus\glaustr01,29,TOR,153,634,15,0,-4,6,3,20,2.0,24,44,4.3,.513,.512,3.7,0.9,37,$10000000,Traded,*5/6D
57,Alfonso Soriano\soriaal01,30,WSN,159,728,29,-1,1,18,-6,42,4.0,22,64,6.1,.526,.525,4.3,1.1,46,$10000000,Traded,*7
58,Jason Varitek#\varitja01,34,BOS,103,416,-11,-2,0,-1,6,-8,-0.7,16,7,0.8,.492,.495,0.8,0.5,8,$10000000,Free Agency,2
59,Tom Glavine*\glavito02,40,NYM,32,70,-6,0,0,0,11,4,0.4,0,4,0.4,.511,.502,0.4,0.0,4,$9993640,Free Agency,1
60,Eric Milton*\miltoer01,30,CIN,28,58,-5,0,0,0,9,4,0.4,0,4,0.4,.515,.503,0.4,0.0,4,$9833333,Free Agency,1
61,Matt Clement\clemema01,31,BOS,12,3,0,0,0,0,1,1,0.0,0,1,0.0,.504,.500,0.0,0.0,1,$9825000,Free Agency,1
62,Pat Burrell\burrepa01,29,PHI,144,567,18,-3,-1,-15,-5,-6,-0.6,18,12,1.1,.496,.497,2.5,-2.0,27,$9750000,Amateur Draft,*7/D
63,Ben Sheets\sheetbe01,27,MIL,17,37,-10,0,0,0,6,-4,-0.4,0,-4,-0.4,.479,.498,-0.4,0.0,-4,$9625000,Amateur Draft,1
64,Eric Chavez*\chaveer01,28,OAK,137,576,1,1,-1,3,2,7,0.8,22,28,2.8,.505,.504,2.5,0.5,25,$9500000,Amateur Draft,*5/D
65,Jose Contreras\contrjo01,34,CHW,30,6,-1,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$9500000,Traded,1
66,Derek Lowe\lowede01,33,LAD,35,79,-14,0,0,0,12,-2,-0.2,0,-2,-0.2,.495,.499,-0.2,0.0,-2,$9500000,Free Agency,1
67,Derrek Lee\leede02,30,CHC,50,204,3,0,-2,4,-3,2,0.1,6,8,0.8,.503,.501,0.3,0.1,4,$9416667,Traded,3/D
68,Jeff Kent\kentje01,38,LAD,115,473,13,-3,-1,-18,2,-6,-0.7,15,8,0.7,.495,.496,2.5,-1.6,26,$9400000,Free Agency,4/3
69,Randy Wolf*\wolfra02,29,PHI,13,25,-3,0,1,0,4,2,0.2,0,2,0.2,.515,.501,0.2,0.0,2,$9125000,Amateur Draft,1
70,Freddy Garcia\garcifr03,29,CHW,33,6,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$9000000,Traded,1
71,Ryan Klesko*\kleskry01,35,SDP,6,6,2,0,0,0,0,2,0.2,0,2,0.2,.532,.501,0.2,0.0,2,$9000000,Traded,
72,Javy Lopez\lopezja01,35,2TM,94,364,-10,-2,0,-4,-3,-19,-1.9,14,-6,-0.6,.480,.494,-0.2,-0.6,-2,$9000000,Free Agency,D2
73,Mike Lowell\lowelmi01,32,BOS,153,631,5,-2,-2,5,3,9,1.0,24,33,3.3,.506,.505,2.8,0.8,28,$9000000,Traded,*5
74,Greg Maddux\maddugr01,40,2TM,34,77,-13,0,0,0,12,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$9000000,Free Agency,1
75,Brad Radke\radkebr01,33,MIN,28,2,-1,0,0,0,0,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$9000000,Free Agency,1
76,Edgar Renteria\renteed01,29,ATL,149,673,11,2,-1,4,7,23,2.2,20,44,4.1,.515,.514,3.7,1.1,40,$9000000,Traded,*6/D
77,Darin Erstad*\erstada01,32,LAA,40,105,-7,1,0,2,0,-4,-0.4,4,0,0.0,.490,.497,-0.2,0.2,-2,$8750000,Amateur Draft,83
78,Jason Isringhausen\isrinja01,33,STL,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$8750000,Free Agency,1
79,Odalis Perez*\perezod01,28,2TM,33,17,-4,0,0,0,3,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$8750000,Traded,1
80,Johan Santana*\santajo02,27,MIN,34,2,-1,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$8750000,Traded,1
81,Rafael Furcal#\furcara02,28,LAD,159,736,9,2,1,4,8,24,2.2,22,46,4.3,.515,.515,3.9,1.1,42,$8715508,Free Agency,*6
82,Sean Casey*\caseyse01,31,2TM,112,440,-8,0,0,-8,-6,-22,-2.2,15,-7,-0.7,.481,.493,0.1,-1.3,1,$8500000,Traded,3
83,Carlos Lee\leeca01,30,2TM,161,695,25,1,-2,-7,-7,9,0.9,23,32,3.1,.506,.504,3.7,-1.4,39,$8500000,Traded,7/D
84,Kris Benson\bensokr01,31,BAL,30,9,-1,0,0,0,2,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$8333333,Traded,1
85,Jeff Weaver\weaveje01,29,2TM,33,39,-5,0,0,0,6,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$8325000,Free Agency,1
86,Kazuo Matsui#\matsuka01,30,2TM,70,265,-10,1,1,0,2,-6,-0.7,8,2,0.2,.491,.498,0.1,0.1,2,$8033333,Traded,4/6
87,Edgardo Alfonzo\alfoned01,32,2TM,30,95,-12,0,1,0,0,-11,-1.0,4,-7,-0.7,.465,.496,-0.7,0.0,-7,$8000000,Traded,5/3D
88,Mark Buehrle*\buehrma01,27,CHW,32,5,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$8000000,Amateur Draft,1
89,Livan Hernandez\hernali01,31,2TM,37,82,-8,0,0,0,13,5,0.5,0,5,0.5,.513,.503,0.5,0.0,5,$8000000,Traded,1
90,Kenny Rogers*\rogerke01,41,DET,34,7,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$8000000,Free Agency,1
91,Dmitri Young#\youngdm01,32,DET,48,184,-4,0,0,0,-4,-9,-0.8,7,-2,-0.2,.483,.495,-0.2,-0.4,-2,$8000000,Traded,D/3
92,Barry Zito*\zitoba01,28,OAK,34,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$7900000,Amateur Draft,1
93,Russ Ortiz\ortizru01,32,2TM,26,9,0,0,0,0,2,2,0.2,0,2,0.2,.506,.501,0.2,0.0,2,$7875000,Free Agency,/1
94,Kevin Millwood\millwke01,31,TEX,34,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$7868893,Free Agency,1
95,Geoff Jenkins*\jenkige01,31,MIL,147,555,0,1,0,-1,-5,-6,-0.6,17,12,1.0,.496,.497,1.1,-0.6,13,$7833333,Amateur Draft,*9
96,Keith Foulke\foulkke01,33,BOS,44,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$7750000,Free Agency,1
97,Mark Mulder*\muldema01,28,STL,17,36,1,0,0,0,6,7,0.7,0,7,0.7,.539,.504,0.7,0.0,7,$7750000,Traded,1
98,Jaret Wright\wrighja02,30,NYY,31,5,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7666667,Free Agency,1
99,Brian Giles*\gilesbr02,35,SDP,158,717,11,1,-1,9,-7,14,1.2,22,35,3.3,.509,.508,2.4,0.2,26,$7666666,Free Agency,*9
100,Jon Lieber*\liebejo01,36,PHI,28,63,-11,0,0,0,10,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$7583333,Free Agency,1
101,Orlando Cabrera\cabreor01,31,LAA,153,675,-8,6,1,-10,8,-3,-0.1,24,21,2.2,.498,.498,3.1,-0.2,31,$7500000,Free Agency,*6
102,Adam Dunn*\dunnad01,26,CIN,160,683,9,-1,0,-18,-6,-16,-1.7,21,5,0.4,.490,.490,2.1,-2.4,23,$7500000,Amateur Draft,*7/3D
103,Mike Lieberthal\liebemi01,34,PHI,67,230,2,-1,0,-1,4,3,0.3,7,10,1.0,.504,.502,1.1,0.2,11,$7500000,Amateur Draft,2
104,Trot Nixon*\nixontr01,32,BOS,114,453,0,0,0,-3,-4,-7,-0.6,17,11,1.1,.494,.496,1.4,-0.7,13,$7500000,Amateur Draft,*9
105,Jarrod Washburn*\washbja01,31,SEA,31,4,0,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7450000,Free Agency,1
106,Mike Cameron\camermi01,33,SDP,141,634,21,2,1,0,3,27,2.5,19,46,4.3,.518,.516,4.3,0.3,46,$7333333,Traded,*8
107,Paul Byrd\byrdpa01,35,CLE,31,6,-1,0,0,0,1,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7000000,Free Agency,1
108,Ray Durham#\durhara01,34,SFG,137,555,20,0,-2,-6,3,16,1.5,17,34,3.1,.511,.510,3.7,-0.3,40,$7000000,Free Agency,*4
109,Steve Finley*\finlest01,41,SFG,139,481,-11,2,2,2,2,-2,-0.3,15,13,1.1,.498,.499,0.9,0.4,11,$7000000,Traded,*8
110,Jon Garland\garlajo01,26,CHW,33,7,0,0,0,0,1,1,0.1,0,1,0.1,.504,.501,0.1,0.0,1,$7000000,Traded,1
111,Mark Kotsay*\kotsama01,30,OAK,129,558,-8,-2,-1,-9,2,-18,-1.6,20,3,0.3,.487,.489,1.2,-0.6,12,$7000000,Traded,*8/3D
112,CC Sabathia*\sabatc.01,25,CLE,28,9,-1,0,0,0,2,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7000000,Amateur Draft,1
113,Jose Vidro#\vidrojo01,31,WSN,126,511,-3,-3,2,-22,2,-24,-2.4,16,-8,-0.8,.482,.486,1.3,-2.0,14,$7000000,Amateur Draft,4/3D
114,Aubrey Huff*\huffau01,29,2TM,131,517,3,1,0,-11,0,-7,-0.7,18,11,1.0,.495,.498,2.1,-1.1,22,$6916667,Traded,95/3
115,Joel Pineiro\pineijo01,27,SEA,40,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.499,.500,-0.1,0.0,-1,$6800000,Amateur Draft,1
116,Kelvim Escobar\escobke01,30,LAA,30,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6750000,Free Agency,1
117,Cliff Floyd*\floydcl01,33,NYM,97,376,-7,1,1,-6,-4,-15,-1.5,12,-3,-0.4,.485,.491,0.2,-1.0,3,$6616856,Free Agency,7
118,Paul Lo Duca\loducpa01,34,NYM,124,551,6,0,-1,-4,7,8,0.7,17,25,2.4,.507,.505,2.7,0.3,29,$6599206,Traded,*2/D
119,Tim Hudson\hudsoti01,30,ATL,35,79,-16,0,0,0,12,-4,-0.4,0,-4,-0.4,.490,.498,-0.4,0.0,-4,$6500000,Traded,1
120,David Ortiz*\ortizda01,30,BOS,151,686,48,-1,1,1,-14,35,3.5,24,59,5.7,.522,.521,5.6,-1.2,58,$6500000,Free Agency,*D3
121,Shannon Stewart\stewash01,32,MIN,44,190,-1,-1,-1,-1,-2,-6,-0.6,7,1,0.1,.486,.496,0.2,-0.3,2,$6500000,Traded,7D
122,Carlos Zambrano#\zambrca01,25,CHC,37,80,-8,0,0,0,13,6,0.5,0,6,0.5,.514,.503,0.5,0.0,6,$6500000,Amateur Free Agent,1
123,Mark Teixeira#\teixema01,26,TEX,162,727,22,0,-1,8,-10,19,1.9,25,44,4.4,.511,.511,3.6,-0.1,36,$6400000,Amateur Draft,*3/D
124,Armando Benitez\benitar01,33,SFG,41,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6271206,Free Agency,1
125,Eddie Guardado\guarded01,35,2TM,43,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6250000,Traded,1
126,Corey Koskie*\koskico01,33,MIL,76,289,5,-2,0,-2,1,3,0.2,9,12,1.1,.504,.502,1.3,-0.1,14,$6250000,Traded,5
127,Jeromy Burnitz*\burnije01,37,PIT,111,343,-9,-1,1,-5,-3,-16,-1.7,11,-6,-0.7,.485,.490,-0.2,-0.8,-1,$6000000,Free Agency,9
128,Nomar Garciaparra\garcino01,32,LAD,122,523,12,0,0,5,-7,10,0.9,16,26,2.5,.508,.506,1.9,-0.2,21,$6000000,Free Agency,*3
129,Esteban Loaiza\loaizes01,34,OAK,26,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$6000000,Free Agency,1
130,Moises Alou\aloumo01,39,SFG,98,378,16,-1,-3,-5,-4,3,0.3,12,15,1.4,.503,.502,1.9,-0.9,20,$5827974,Free Agency,97/D
131,Shea Hillenbrand\hillesh02,30,2TM,141,566,-4,0,-2,-3,-8,-18,-1.7,20,2,0.1,.488,.495,0.4,-1.1,5,$5800000,Traded,3/5
132,Todd Jones*\jonesto02,38,DET,62,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$5792956,Free Agency,1
133,Juan Pierre*\pierrju01,28,CHC,162,750,-14,5,1,4,3,-1,-0.2,22,22,2.0,.500,.500,1.6,0.7,18,$5750000,Traded,*8
134,Randy Winn#\winnra01,32,SFG,149,635,-14,-3,2,17,-3,-1,-0.2,20,18,1.7,.499,.499,0.0,1.3,1,$5750000,Traded,*987
135,Matt Morris\morrima01,31,SFG,33,75,-9,0,0,0,12,4,0.3,0,4,0.3,.511,.502,0.3,0.0,4,$5525527,Free Agency,1
136,Jamie Moyer*\moyerja01,43,2TM,33,25,-5,0,0,0,4,-1,-0.1,0,-1,-0.1,.496,.500,-0.1,0.0,-1,$5500000,Traded,/1
137,Kenji Johjima\johjike01,30,SEA,144,542,10,-2,0,-11,8,6,0.6,20,26,2.6,.504,.503,3.6,-0.2,37,$5433333,Free Agency,*2
138,Kyle Farnsworth\farnsky01,30,NYY,72,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.1,0,$5416666,Free Agency,1
139,Brad Penny\pennybr01,28,LAD,34,70,-10,0,1,0,11,2,0.2,0,2,0.2,.505,.501,0.2,0.0,2,$5250000,Traded,1
140,Jason Marquis*\marquja01,27,STL,46,85,-9,1,1,0,13,5,0.5,0,5,0.5,.511,.503,0.5,0.0,5,$5150000,Traded,1
141,Luis Castillo#\castilu01,30,MIN,142,652,-5,1,2,0,3,1,0.2,22,23,2.3,.501,.501,2.3,0.4,23,$5071506,Traded,*4
142,Chris Carpenter\carpech01,31,STL,32,80,-15,0,0,0,13,-2,-0.2,0,-2,-0.2,.493,.499,-0.2,0.0,-2,$5000000,Free Agency,1
143,Jermaine Dye\dyeje01,32,CHW,146,611,43,-4,-2,-8,-6,24,2.4,23,47,4.6,.516,.514,5.3,-1.3,55,$5000000,Free Agency,*9
144,Carlos Guillen#\guillca01,30,DET,153,622,32,2,-1,-2,7,38,3.7,23,61,6.0,.524,.522,6.1,0.5,63,$5000000,Traded,*6/3D
145,Jimmy Rollins#\rolliji01,27,PHI,158,758,2,6,0,12,8,27,2.5,22,49,4.6,.517,.516,3.4,1.9,37,$5000000,Amateur Draft,*6
146,Reggie Sanders\sandere02,38,KCR,88,358,-8,-2,-1,4,-4,-11,-1.0,13,3,0.3,.488,.493,-0.1,0.0,-1,$5000000,Free Agency,9D
147,Bob Wickman\wickmbo01,37,2TM,57,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$5000000,Traded,1
148,Woody Williams\williwo02,39,SDP,26,62,-7,0,1,0,10,4,0.4,0,4,0.4,.514,.502,0.4,0.0,4,$5000000,Free Agency,1
149,Julio Lugo\lugoju01,30,2TM,122,486,-1,1,1,-10,5,-5,-0.5,17,12,1.1,.496,.500,2.0,-0.5,21,$4950000,Traded,45/697
150,Miguel Batista\batismi01,35,ARI,34,72,-13,-1,0,0,11,-2,-0.2,0,-2,-0.2,.493,.499,-0.2,0.0,-2,$4750000,Traded,1
151,John Thomson\thomsjo01,32,ATL,18,32,-2,0,0,0,5,2,0.2,0,2,0.2,.513,.501,0.2,0.0,2,$4750000,Free Agency,1
152,Jack Wilson\wilsoja02,28,PIT,142,594,-17,1,0,5,7,-5,-0.6,19,13,1.2,.496,.497,0.7,1.1,8,$4750000,Traded,*6
153,David Bell\bellda01,33,2TM,145,566,-10,1,-2,5,2,-3,-0.4,18,15,1.3,.498,.498,0.8,0.7,10,$4700000,Traded,5
154,Adam Eaton\eatonad01,28,TEX,13,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4650000,Traded,1
155,Orlando Hernandez\hernaor01,40,2TM,29,54,-6,0,0,0,9,3,0.2,0,3,0.2,.509,.501,0.2,0.0,3,$4625000,Traded,/1
156,Placido Polanco\polanpl01,30,DET,110,495,-9,0,-1,9,3,2,0.3,17,19,1.9,.502,.501,1.0,1.2,10,$4600000,Traded,4
157,Bill Mueller#\muellbi02,35,LAD,32,126,-1,-1,0,-2,1,-3,-0.4,4,1,0.0,.490,.498,0.2,-0.2,3,$4569443,Free Agency,5
158,Tomo Ohka#\ohkato01,30,MIL,18,36,-5,0,0,0,6,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4530000,Traded,1
159,Tom Gordon\gordoto01,38,PHI,59,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$4500000,Free Agency,1
160,Trevor Hoffman\hoffmtr01,38,SDP,65,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$4500000,Free Agency,1
161,Jason Jennings*\jennija01,27,COL,32,75,-13,0,0,0,12,-2,-0.2,0,-2,-0.2,.495,.499,-0.2,0.0,-2,$4500000,Amateur Draft,1
162,Bengie Molina\molinbe01,31,TOR,117,458,0,-3,-2,-3,5,-2,-0.1,17,15,1.5,.498,.499,1.8,0.2,18,$4500000,Free Agency,2D
163,Mark Redman*\redmama01,32,KCR,29,3,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$4500000,Traded,1
164,Vernon Wells\wellsve01,27,TOR,154,677,24,-1,1,11,3,39,3.9,24,63,6.2,.525,.523,5.1,1.4,52,$4470000,Amateur Draft,*8/D
165,Eric Hinske*\hinsker01,28,2TM,109,312,4,-1,-1,1,-5,-2,-0.1,12,10,1.0,.498,.500,0.9,-0.3,9,$4425000,Purchased,39/7D
